"Which tech-inspired fashion collection stands out the most to you?|Balmain x Beats by Dr. Dre|Moschino x The Sims|Fendi x Chaos,Technology|Fashion"
"Do you prefer simple and clean fashion designs or bold and vibrant designs?|Simple and clean designs|Bold and vibrant designs,Technology|Fashion"
"What is your favorite fashion accessory for fall?|Statement scarf|Ankle boots|Leather jacket,Technology|Fashion"
"Which fashion brand has the best online customer service?|Zara|Nordstrom|ASOS,Technology|Fashion"
"What is your go-to fashion hairstyle for a night out?|Sleek straight hair|Messy waves|Braided updo,Technology|Fashion"
"Do you prefer fitness trackers with sleek designs or rugged designs?|Sleek designs|Rugged designs,Technology|Fashion"
"What is your favorite tech gadget for productivity?|Smart notebook|Digital planner|Wireless keyboard,Technology|Fashion"
"Are you more interested in tech wearables for fashion or for performance tracking in sports?|Tech wearables for fashion|Tech wearables for performance tracking in sports,Technology|Fashion"
"What is your favorite tech-infused fashion item?|LED dress|Solar-powered hat|Self-heating jacket,Technology|Fashion"
"Do you prefer smartwatches with round displays or square displays?|Round displays|Square displays,Technology|Fashion"
"How often do you read fashion blogs that focus on technology and gadgets?|Daily|Weekly|Monthly,Technology|Fashion"
"What is your favorite tech gadget for improving sleep quality?|Smart mattress|Sleep tracking device|White noise machine,Technology|Fashion"
"Which fashion item would you invest in for a special occasion?|Designer gown|Diamond jewelry|Luxury clutch,Technology|Fashion"
"Are you more interested in fashion tech startups or established fashion brands using sustainable materials?|Fashion tech startups|Established fashion brands using sustainable materials,Technology|Fashion"
"What is your preferred gaming platform?|PC|PlayStation|Xbox|Nintendo Switch,Technology|Fashion"
"Do you prefer watching fashion shows in person or through live streaming?|In person|Live streaming,Technology|Fashion"
"What is your favorite online fashion store for luxury brands?|Net-a-Porter|Mytheresa|Farfetch,Technology|Fashion"
"Which fashion brand is leading in innovative textile technologies?|Adidas|Patagonia|The North Face,Technology|Fashion"
"What is your preferred tablet brand?|Apple iPad|Samsung Galaxy Tab|Microsoft Surface|Amazon Fire,Technology|Fashion"
"Are you more interested in fashion tech accessories for phones or for smartwatches?|Fashion tech accessories for phones|Fashion tech accessories for smartwatches,Technology|Fashion"
"What is your favorite fashion trend of the 80s?|Shoulder pads|Acid wash jeans|Power suits,Technology|Fashion"
"Which smartphone camera feature do you find most valuable for fashion photography?|Portrait mode|Night mode|Pro mode,Technology|Fashion"
"Do you prefer digital fashion magazines or fashion podcasts for inspiration?|Digital fashion magazines|Fashion podcasts,Technology|Fashion"
"Who is your favorite fashion icon for tech-inspired style?|Billie Eilish|Grimes|Janelle Monáe,Technology|Fashion"
"Are you more attracted to tech gadgets with futuristic designs or with retro designs?|Futuristic designs|Retro designs,Technology|Fashion"
"What is your favorite fashion trend of the 2000s?|Velour tracksuits|Low-rise jeans|Trucker hats,Technology|Fashion"
"Which smartphone feature do you find least necessary for fashion enthusiasts?|Facial recognition|AR emojis|IR blaster,Technology|Fashion"
"Do you prefer smart clothing with health monitoring capabilities or with climate control features?|Smart clothing with health monitoring capabilities|Smart clothing with climate control features,Technology|Fashion"
"What is your favorite fashion accessory for summer weddings?|Floppy hat|Strappy heels|Clutch purse,Technology|Fashion"
"Which fashion brand has the best online shopping app?|ASOS|Zara|Net-a-Porter,Technology|Fashion"
"Do you prioritize eco-friendly and sustainable fashion brands in your purchases?|Yes|No,Technology|Fashion"
"What is your preferred smartphone size?|Compact|Standard|Plus-size,Technology|Fashion"
"Are you more interested in fashion collaborations with tech companies or with other industries such as automotive or food?|Fashion collaborations with tech companies|Fashion collaborations with other industries,Technology|Fashion"
"What is your favorite fashion documentary series?|The Fashion Fund|Making the Cut|The Future of Fashion,Technology|Fashion"
"Do you prefer sneakers or flats for a comfortable day out?|Sneakers|Flats,Technology|Fashion"
"What is your favorite online platform for discovering sustainable fashion brands?|Reformation|thredUP|Rent the Runway,Technology|Fashion"
"Which fashion brand is leading in sustainable luxury fashion?|Stella McCartney|Gabriela Hearst|Borgo de Nor,Technology|Fashion"
"What is your preferred computer monitor brand?|Dell|LG|ASUS|Samsung,Technology|Fashion"
"Are you more interested in fashion accessories for smartphones or for smartwatches?|Fashion accessories for smartphones|Fashion accessories for smartwatches,Technology|Fashion"
"What is your favorite tech collaboration with a fashion brand?|Apple x Hermès|Samsung x Thom Browne|Google x Saint Laurent,Technology|Fashion"
"Do you prefer playing video games or watching sports?,Playing video games|Watching sports,Tech|Sport"
"Which team do you think has better chances of winning the championship this year: the top-ranked team or the team with the most advanced technology?,Top-ranked team|Team with advanced technology,Tech|Sport"
"What is your preferred way of staying fit: using high-tech fitness gadgets or participating in sports activities?,High-tech fitness gadgets|Participating in sports activities,Tech|Sport"
"Which technological innovation has had the greatest impact on the sports industry: wearable devices or virtual reality?,Wearable devices|Virtual reality,Tech|Sport"
"Would you rather have a drone deliver your favorite sports drink during a game or have a robot serve it to you directly?,Drone delivery|Robot service,Tech|Sport"
"Which do you find more fascinating: the latest smartphone features or the skills of professional athletes?,Latest smartphone features|Skills of professional athletes,Tech|Sport"
"Do you prefer watching sports events in person or streaming them live on high-definition devices?,Watching in person|Streaming live on high-definition devices,Tech|Sport"
"What is more important in a sports competition: accurate technology-based officiating or passionate fans cheering in the stands?,Technology-based officiating|Passionate fans cheering,Tech|Sport"
"Would you rather have the ability to instantly download game highlights to your brain or have the ability to experience the physical sensations of playing a sport through virtual reality?,Download game highlights to brain|Experience physical sensations through virtual reality,Tech|Sport"
"Which is more crucial for success in a sport: natural talent or access to the latest training technology?,Natural talent|Access to latest training technology,Tech|Sport"
"Do you find it more exciting to track your daily steps using a fitness tracker or to track your favorite team's score updates?,Track daily steps using a fitness tracker|Track favorite team's score updates,Tech|Sport"
"Would you rather have a smartwatch that provides real-time performance analysis during a sports game or a smart shoe that improves your performance?,Smartwatch with real-time analysis|Smart shoe to improve performance,Tech|Sport"
"Which excites you more: the release of a new smartphone or the release of a new sports video game?,Release of new smartphone|Release of new sports video game,Tech|Sport"
"Which is more important for successful sports training: access to advanced equipment or effective coaching techniques?,Access to advanced equipment|Effective coaching techniques,Tech|Sport"
"Do you enjoy reading about the latest technological advancements or the latest sports news and updates?,Latest technological advancements|Latest sports news and updates,Tech|Sport"
"Would you rather own a sports car with the latest high-tech features or a high-end computer with cutting-edge specifications?,Sports car with high-tech features|High-end computer with cutting-edge specifications,Tech|Sport"
"What do you find more impressive: a high-tech stadium with state-of-the-art facilities or a sports team with unbeatable performance?,High-tech stadium with state-of-the-art facilities|Sports team with unbeatable performance,Tech|Sport"
"Which do you find more thrilling: witnessing a last-minute goal in a major sports event or witnessing a groundbreaking technological breakthrough?,Last-minute goal in a major sports event|Groundbreaking technological breakthrough,Tech|Sport"
"Do you prefer using fitness apps to track your health progress or using sports equipment to engage in physical activities?,Using fitness apps to track health progress|Using sports equipment to engage in physical activities,Tech|Sport"
"Would you rather visit a museum dedicated to technological innovations or a museum dedicated to the history of sports?,Museum dedicated to technological innovations|Museum dedicated to history of sports,Tech|Sport"
"What interests you more: the science behind sports performance or the engineering behind technological advancements?,Science behind sports performance|Engineering behind technological advancements,Tech|Sport"
"Which would you find more useful: a high-tech sports bra that monitors vital signs or a virtual reality headset that enhances the sports viewing experience?,High-tech sports bra monitoring vital signs|Virtual reality headset enhancing sports viewing,Tech|Sport"
"Do you enjoy playing virtual sports games or physical sports games more?,Playing virtual sports games|Playing physical sports games,Tech|Sport"
"Which technology would you be more impressed by: smart clothing with health-tracking capabilities or smart sports equipment with performance-enhancing features?,Smart clothing with health-tracking capabilities|Smart sports equipment with performance-enhancing features,Tech|Sport"
"What captivates you more: a sports championship final or a technology conference keynote address?,Sports championship final|Technology conference keynote address,Tech|Sport"
"Do you prefer using fitness trackers or smartwatches to monitor your daily activities and workouts?,Using fitness trackers|Using smartwatches,Tech|Sport"
"Which are you more excited about: the latest sports app for tracking your favorite teams or the latest messaging app with advanced features?,Latest sports app for tracking favorite teams|Latest messaging app with advanced features,Tech|Sport"
"Would you rather have a robot coach to train you in a sport or an AI-assisted personal trainer for your fitness and health goals?,Robot coach for sport training|AI-assisted personal trainer for fitness and health goals,Tech|Sport"
"Which is more crucial for success in a sport: innovative training techniques or mental strength and focus?,Innovative training techniques|Mental strength and focus,Tech|Sport"
"Do you find it more interesting to research and learn about new technology gadgets or to study the strategies and tactics of successful sports teams?,Research and learn about new technology gadgets|Study strategies and tactics of successful sports teams,Tech|Sport"
"Which do you find more awe-inspiring: a record-breaking sports performance or a groundbreaking technological invention?,Record-breaking sports performance|Groundbreaking technological invention,Tech|Sport"
"Would you rather have a smart sports watch that tracks your athletic performance or a virtual reality headset that allows you to experience live sports events?,Smart sports watch tracking athletic performance|Virtual reality headset for live sports events,Tech|Sport"
"What brings you more joy: achieving a personal fitness goal or cheering for your favorite sports team's victory?,Achieving personal fitness goal|Cheering for favorite sports team's victory,Tech|Sport"
"Do you enjoy playing video games that simulate sports activities or playing traditional physical sports games?,Playing video games that simulate sports activities|Playing traditional physical sports games,Tech|Sport"
"Which is more important for success in a sport: access to sports analytics data or having the most advanced sports equipment?,Access to sports analytics data|Most advanced sports equipment,Tech|Sport"
"What interests you more: the development of smart stadiums or the advancement of sports science?,Development of smart stadiums|Advancement of sports science,Tech|Sport"
"Which do you find more fascinating: the latest smartphone camera technology or the athletic agility of pro athletes?,Latest smartphone camera technology|Athletic agility of pro athletes,Tech|Sport"
"Would you rather have a personal drone that captures your sports performances from unique angles or a virtual reality system that simulates real athletic experiences?,Personal drone capturing sports performances|Virtual reality system simulating athletic experiences,Tech|Sport"
"What defines a better experience: watching a sports match in 3D using VR glasses or attending the game in a high-tech stadium?,Watching in 3D using VR glasses|Attending in a high-tech stadium,Tech|Sport"
"Do you find it more engaging to discuss new technology releases or to debate sports strategies and team tactics?,Discuss new technology releases|Debate sports strategies and team tactics,Tech|Sport"
"Which excites you more: a new fitness wearable with cutting-edge features or a new sports car with advanced technology?,New fitness wearable with cutting-edge features|New sports car with advanced technology,Tech|Sport"
"Which is more beneficial for general well-being: using health-tracking devices or engaging in outdoor sports activities?,Using health-tracking devices|Engaging in outdoor sports activities,Tech|Sport"
"Would you rather have a technologically advanced sports stadium or a state-of-the-art sports training facility?,Technologically advanced sports stadium|State-of-the-art sports training facility,Tech|Sport"
"What impresses you more: high-speed sports action or the speed and capabilities of the latest tech gadgets?,High-speed sports action|Speed and capabilities of the latest tech gadgets,Tech|Sport"
"Do you prefer using fitness apps to set and achieve personal goals or using sports video games to compete against virtual opponents?,Using fitness apps to set and achieve personal goals|Using sports video games to compete against virtual opponents,Tech|Sport"
"Which are you more enthusiastic about: a new sports streaming service with advanced features or a new smartphone with groundbreaking technology?,New sports streaming service with advanced features|New smartphone with groundbreaking technology,Tech|Sport"
"Would you rather have a smart sports helmet with built-in biometric sensors or smart sports shoes that adjust their fit based on your movements?,Smart sports helmet with built-in biometric sensors|Smart sports shoes adjusting fit based on movements,Tech|Sport"
"What do you find more intriguing: the technological enhancements in sports equipment or the extreme physical abilities of world-class athletes?,Technological enhancements in sports equipment|Extreme physical abilities of world-class athletes,Tech|Sport"
"Which would you find more inspiring: a documentary on technological innovations or a documentary on the achievements of legendary sports figures?,Documentary on technological innovations|Documentary on achievements of legendary sports figures,Tech|Sport"
"Do you find it more satisfying to achieve a new personal fitness record or witness history being made in a major sports event?,Achieving new personal fitness record|Witnessing history being made in a major sports event,Tech|Sport"
"Which do you find more captivating: the latest smartphone design trends or the drama and excitement of sports rivalries?,Latest smartphone design trends|Drama and excitement of sports rivalries,Tech|Sport"
"Would you rather have a high-tech personal trainer that customizes workouts for you or a sports data analyst helping you strategize during a game?,High-tech personal trainer customizing workouts|Sports data analyst helping strategize during game,Tech|Sport"
"Which are you more interested in: the technology behind sports broadcasting or the innovations shaping wearable fitness devices?,Technology behind sports broadcasting|Innovations shaping wearable fitness devices,Tech|Sport"
"What do you find more motivational: the progress you make using technology to track your fitness goals or the achievements of your favorite sports heroes?,Progress using technology to track fitness goals|Achievements of favorite sports heroes,Tech|Sport"
"Do you prefer playing action-packed sports video games or puzzle-solving mobile games with technological twists?,Playing action-packed sports video games|Playing puzzle-solving mobile games with technological twists,Tech|Sport"
"Which is more essential for success in a sport: mental preparation and focus or the use of performance-enhancing technologies?,Mental preparation and focus|Use of performance-enhancing technologies,Tech|Sport"
"Would you rather have a sports bag equipped with charging ports for your electronic gadgets or a smart water bottle that tracks your hydration level?,Sports bag equipped with gadget charging ports|Smart water bottle tracking hydration level,Tech|Sport"
"What do you find more exhilarating: the buzz of a tech convention or the energy of a live sports stadium?,Buzz of a tech convention|Energy of a live sports stadium,Tech|Sport"
"Do you enjoy exploring the latest sports video game releases or experimenting with the newest tech gadgets and accessories?,Exploring latest sports video game releases|Experimenting with newest tech gadgets and accessories,Tech|Sport"
"Which interests you more: reading about sports psychology or learning about emerging tech startups?,Reading about sports psychology|Learning about emerging tech startups,Tech|Sport"
"Would you rather have a smart sports shirt that analyzes your performance or a virtual reality game that immerses you in your favorite sport?,Smart sports shirt analyzing performance|Virtual reality game immersing in favorite sport,Tech|Sport"
"What brings you greater satisfaction: solving a complex technology problem or achieving a personal best in a sports activity?,Solving complex technology problem|Achieving personal best in sports activity,Tech|Sport"
"Which is more fascinating: the development of smart cities or the integration of technology in sports arenas?,Development of smart cities|Integration of technology in sports arenas,Tech|Sport"
"Do you prefer using sports apps for managing your fitness and team statistics or using productivity apps for organizing your daily tasks?,Using sports apps for managing fitness and team statistics|Using productivity apps for organizing daily tasks,Tech|Sport"
"Which would you find more impressive: a sports mascot with advanced animatronics or a robot with advanced artificial intelligence?,Sports mascot with advanced animatronics|Robot with advanced artificial intelligence,Tech|Sport"
"What excites you more: the thrill of watching e-sports tournaments or the excitement of traditional physical sports events?,Thrill of watching e-sports tournaments|Excitement of traditional physical sports events,Tech|Sport"
"Would you rather have a smart basketball that tracks your shooting accuracy or a smart football that measures the distance and speed of your kicks?,Smart basketball tracking shooting accuracy|Smart football measuring distance and speed of kicks,Tech|Sport"
"Which would you be more amazed by: a sports team with flawless teamwork or a robot performing complex tasks with precision?,Sports team with flawless teamwork|Robot performing complex tasks with precision,Tech|Sport"
"Do you prefer using technology for enhancing your sports performance or for improving your overall health and well-being?,Using technology for enhancing sports performance|Improving overall health and well-being,Tech|Sport"
"Which do you find more impressive: the precision of a professional gamer or the accuracy of high-tech sports equipment?,Precision of a professional gamer|Accuracy of high-tech sports equipment,Tech|Sport"
"Would you rather have a high-tech sports watch that monitors your vitals during a workout or a fitness app that provides personalized workout routines?,High-tech sports watch monitoring vitals during a workout|Fitness app providing personalized workout routines,Tech|Sport"
"What motivates you more: the desire to master the latest technology trends or the desire to excel in your favorite sports activity?,Desire to master latest technology trends|Desire to excel in favorite sports activity,Tech|Sport"
"Which are you more interested in: the technology used in sports performance analysis or the technology used in sports injury prevention?,Technology used in sports performance analysis|Technology used in sports injury prevention,Tech|Sport"
"Do you enjoy playing sports video games with realistic graphics or playing augmented reality games with interactive elements?,Playing sports video games with realistic graphics|Playing augmented reality games with interactive elements,Tech|Sport"
"Which is more important for success in a sport: advanced training methods or natural talent and skills?,Advanced training methods|Natural talent and skills,Tech|Sport"
"Would you rather have a smart bicycle that tracks your cycling metrics or a virtual reality system that allows you to virtually participate in different sports?,Smart bicycle tracking cycling metrics|Virtual reality system for virtual participation in different sports,Tech|Sport"
"What fascinates you more: the technology behind sports broadcasting or the techniques used to capture breathtaking sports photography?,Technology behind sports broadcasting|Techniques used to capture breathtaking sports photography,Tech|Sport"
"Which do you find more exciting: attending a live sports event or trying out the latest gadgets at a technology expo?,Attending live sports event|Trying out latest gadgets at technology expo,Tech|Sport"
"Do you find it more captivating to explore the latest tech innovations or to analyze sports statistics and trends?,Exploring latest tech innovations|Analyzing sports statistics and trends,Tech|Sport"
"Would you rather have a smart soccer ball that provides feedback on your technique or a high-tech tennis racket with built-in performance sensors?,Smart soccer ball providing technique feedback|High-tech tennis racket with built-in performance sensors,Tech|Sport"
"What do you find more inspiring: the technological advancements in prosthetic limbs or the determination of athletes with disabilities?,Technological advancements in prosthetic limbs|Determination of athletes with disabilities,Tech|Sport"
"Which is more enjoyable: playing sports with friends in person or playing online multiplayer games with friends from around the world?,Playing sports with friends in person|Playing online multiplayer games with friends from around the world,Tech|Sport"
"Do you prefer using technology for tracking your sleep patterns and improving your rest or for analyzing your sports performance and optimizing your workouts?,Using technology for tracking sleep patterns and improving rest|Using technology for analyzing sports performance and optimizing workouts,Tech|Sport"
"Which inspires you more: the innovation behind sports equipment or the creativity behind technological design?,Innovation behind sports equipment|Creativity behind technological design,Tech|Sport"
"Would you rather have a state-of-the-art sports car with advanced autonomous features or a high-tech gaming console with virtual reality capabilities?,State-of-the-art sports car with advanced autonomous features|High-tech gaming console with virtual reality capabilities,Tech|Sport"
"What do you find more intriguing: the role of data analytics in sports or the impact of artificial intelligence in technology?,Role of data analytics in sports|Impact of artificial intelligence in technology,Tech|Sport"
"Do you prefer using sports tracking apps to set personal fitness goals or using productivity apps to optimize your work-life balance?,Using sports tracking apps to set personal fitness goals|Using productivity apps to optimize work-life balance,Tech|Sport"
"Which captures your attention more: the maneuvers of professional athletes or the cutting-edge features of the latest gadgets?,Maneuvers of professional athletes|Cutting-edge features of latest gadgets,Tech|Sport"
"Would you rather have a personal robot assistant to help with your daily tasks or a personalized virtual sports coach to improve your athletic skills?,Personal robot assistant for daily tasks|Personalized virtual sports coach to improve athletic skills,Tech|Sport"
"What excites you more: the possibilities of genetic engineering in sports or the potential of nanotechnology in enhancing technical devices?,Possibilities of genetic engineering in sports|Potential of nanotechnology in enhancing technical devices,Tech|Sport"
"Which are you more interested in: the technology used in sports equipment manufacturing or the technology used in sports venue security?,Technology used in sports equipment manufacturing|Technology used in sports venue security,Tech|Sport"
"Do you prefer using technology to analyze your sports performance or using it for entertainment purposes like streaming sports events?,Using technology to analyze sports performance|Using it for entertainment purposes like streaming sports events,Tech|Sport"
"Which do you find more captivating: a tech conference keynote speech or a motivational talk by a famous sports personality?,Tech conference keynote speech|Motivational talk by famous sports personality,Tech|Sport"
"Would you rather have a smart sports helmet that protects you and provides real-time performance feedback or a smart jersey that enhances your athletic abilities?,Smart sports helmet protecting and providing feedback|Smart jersey enhancing athletic abilities,Tech|Sport"
"Do you think the government should allocate more funding to support sports programs in schools?|Yes|No,Sports,Politics"
"Who do you think would make a better sports ambassador - a professional athlete or a politician?|Professional athlete|Politician,Sports,Politics"
"Should athletes be allowed to use their platform to express their political views?|Yes|No,Sports,Politics"
"Do you believe sports can be a unifying force in a politically divided society?|Yes|No,Sports,Politics"
"Which political figure would you choose as the honorary captain of your favorite sports team?|Barack Obama|Donald Trump|Joe Biden|Other,Sports,Politics"
"Should college athletes be allowed to unionize and collectively bargain?|Yes|No,Sports,Politics"
"Do you think politicians should prioritize funding for sports stadiums over other public infrastructure projects?|Yes|No,Sports,Politics"
"Is it appropriate for sports teams to visit the White House after winning a championship?|Yes|No,Sports,Politics"
"Should professional athletes be required to undergo political education and awareness training programs?|Yes|No,Sports,Politics"
"Do you believe it is necessary for politicians to have a good knowledge of sports?|Yes|No,Sports,Politics"
"Should sports governing bodies take a more active role in advocating for social and political change?|Yes|No,Sports,Politics"
"Who do you think would win in a political debate between LeBron James and Tom Brady?|LeBron James|Tom Brady,Sports,Politics"
"Should athletes be banned from participating in political protests during sporting events?|Yes|No,Sports,Politics"
"Do you think political leaders should use sports events for their campaigns?|Yes|No,Sports,Politics"
"Should sports teams be required to have a certain level of racial and gender diversity?|Yes|No,Sports,Politics"
"Which political party do you believe has a stronger focus on sports-related policies?|Democratic Party|Republican Party|Neither,Sports,Politics"
"Do you think politicians should disclose their favorite sports teams as a part of their campaign?|Yes|No,Sports,Politics"
"Should sports endorsements by politicians be allowed during election campaigns?|Yes|No,Sports,Politics"
"Do you think the presence of politicians at sporting events positively impacts the experience for fans?|Yes|No,Sports,Politics"
"Should athletes be engaged in political lobbying efforts?|Yes|No,Sports,Politics"
"Which athlete would you vote for if they ran for a political office?|Serena Williams|LeBron James|Cristiano Ronaldo|Other,Sports,Politics"
"Do you believe sports organizations should be subject to more government regulation?|Yes|No,Sports,Politics"
"Should professional sports leagues contribute to government tax revenue?|Yes|No,Sports,Politics"
"Is it important for politicians to publicly congratulate teams/athletes after their victories?|Yes|No,Sports,Politics"
"Should politicians be involved in the recruitment and management of national sports teams?|Yes|No,Sports,Politics"
"Do you think politicians should have their own fantasy sports leagues?|Yes|No,Sports,Politics"
"Should sports teams be allowed to endorse political candidates?|Yes|No,Sports,Politics"
"Should politicians be required to attend sports events in their constituencies?|Yes|No,Sports,Politics"
"Do you believe politicians should be allowed to own sports teams?|Yes|No,Sports,Politics"
"Should politicians be actively involved in resolving sports labor disputes?|Yes|No,Sports,Politics"
"Which political leader would make the best referee in a sporting event?|Angela Merkel|Justin Trudeau|Emmanuel Macron|Other,Sports,Politics"
"Do you think sports events should be used as platforms for political protest?|Yes|No,Sports,Politics"
"Should politicians be required to pass physical fitness tests?|Yes|No,Sports,Politics"
"Should politicians prioritize funding for grassroots sports development programs?|Yes|No,Sports,Politics"
"Do you believe politicians should be given free tickets to sports events as a gesture of goodwill?|Yes|No,Sports,Politics"
"Is it appropriate for sports teams to endorse political parties?|Yes|No,Sports,Politics"
"Should politicians be allowed to serve as referees or umpires in sports competitions?|Yes|No,Sports,Politics"
"Do you think politicians should take part in halftime shows during sporting events?|Yes|No,Sports,Politics"
"Should politicians be required to compete in a sports event annually to stay connected with their constituents?|Yes|No,Sports,Politics"
"Which sport do you think politicians should play to improve their diplomacy skills?|Tennis|Golf|Cricket|Rugby|Other,Sports,Politics"
"Should politicians be allowed to recruit athletes for their political campaigns?|Yes|No,Sports,Politics"
"Do you think politicians should be actively involved in tackling doping issues in sports?|Yes|No,Sports,Politics"
"Should politicians be required to learn about the history and cultural significance of popular sports?|Yes|No,Sports,Politics"
"Which political leader would you like to see participate in the Olympics?|Joe Biden|Xi Jinping|Emmanuel Macron|Other,Sports,Politics"
"Do you think politicians should be involved in the selection of national team coaches?|Yes|No,Sports,Politics"
"Should politicians be held accountable for the performance of sports teams within their constituencies?|Yes|No,Sports,Politics"
"Do you believe politicians should publicly declare their favorite sports athletes?|Yes|No,Sports,Politics"
"Should politicians be required to attend sports conferences and conventions?|Yes|No,Sports,Politics"
"Is it important for politicians to emphasize and promote the benefits of sports in society?|Yes|No,Sports,Politics"
"Should politicians be required to engage in diplomacy through sports events?|Yes|No,Sports,Politics"
"Which politician would you choose as the ultimate sports mascot?|Donald Trump|Barack Obama|Boris Johnson|Other,Sports,Politics"
"Do you think sports organizations should have a say in political decisions?|Yes|No,Sports,Politics"
"Should politicians be required to participate in charity sports events?|Yes|No,Sports,Politics"
"Should politicians be allowed to use sports metaphors in their speeches?|Yes|No,Sports,Politics"
"Should politicians prioritize funding for sports programs for people with disabilities?|Yes|No,Sports,Politics"
"Do you think politicians should receive special recognition during sports awards ceremonies?|Yes|No,Sports,Politics"
"Should athletes be required to declare their political affiliations?|Yes|No,Sports,Politics"
"Should politicians actively participate in sports fan forums and discussions?|Yes|No,Sports,Politics"
"Do you believe politicians should have a mandatory sports training regimen?|Yes|No,Sports,Politics"
"Should politicians be required to sponsor local sports teams as a way to give back to their communities?|Yes|No,Sports,Politics"
"Which sport would you like politicians to play to relieve stress and tensions during political debates?|Boxing|Yoga|Swimming|Dancing|Other,Sports,Politics"
"Do you think politicians should have the power to grant citizenship to foreign-born athletes?|Yes|No,Sports,Politics"
"Should politicians be required to participate in televised charity sports games?|Yes|No,Sports,Politics"
"Should sports events include political discussions and debates?|Yes|No,Sports,Politics"
"Do you believe politicians should publicly support the development of sports infrastructure?|Yes|No,Sports,Politics"
"Should politicians be required to wear sports-themed attire during campaign events?|Yes|No,Sports,Politics"
"Should politicians participate in sports events to build camaraderie with their colleagues?|Yes|No,Sports,Politics"
"Which political figure do you think would make the best sports commentator?|Jacinda Ardern|Vladimir Putin|Justin Trudeau|Other,Sports,Politics"
"Do you think politicians should promote the inclusion of alternative sports in schools?|Yes|No,Sports,Politics"
"Should politicians be required to have a certain level of athletic ability to hold office?|Yes|No,Sports,Politics"
"Do you believe politicians should be actively involved in encouraging young people to participate in sports?|Yes|No,Sports,Politics"
"Should politicians be required to attend sports-related community events?|Yes|No,Sports,Politics"
"Do you think politicians should publicly declare their favorite sports teams?|Yes|No,Sports,Politics"
"Should politicians make regular appearances in sports broadcasts to connect with the audience?|Yes|No,Sports,Politics"
"Which politician would you choose as the ultimate sports coach?|Angela Merkel|Joe Biden|Emmanuel Macron|Other,Sports,Politics"
"Should politicians be required to provide funding for sports scholarships?|Yes|No,Sports,Politics"
"Do you think politicians should actively support and sponsor local sports tournaments?|Yes|No,Sports,Politics"
"Should politicians be allowed to compete in sporting events against each other for charity?|Yes|No,Sports,Politics"
"Should politicians be required to have a sports-related hobby or interest?|Yes|No,Sports,Politics"
"Do you believe politicians should serve as ambassadors for international sporting events?|Yes|No,Sports,Politics"
"Should politicians be required to participate in sports challenges to raise awareness for charitable causes?|Yes|No,Sports,Politics"
"Should politicians be involved in promoting fair play and sportsmanship among professional athletes?|Yes|No,Sports,Politics"
"Do you think politicians should participate in sports-related documentaries and interviews?|Yes|No,Sports,Politics"
"Should politicians be required to attend sports award ceremonies?|Yes|No,Sports,Politics"
"Should politicians be actively involved in fighting corruption in sports organizations?|Yes|No,Sports,Politics"
"Do you think politicians should have their own personal trainers for fitness and sports activities?|Yes|No,Sports,Politics"
"Should politicians be required to have a sports-related degree or qualification?|Yes|No,Sports,Politics"
"Should politicians actively promote the benefits of participating in team sports?|Yes|No,Sports,Politics"
"Do you believe politicians should have the power to veto sports-related legislation?|Yes|No,Sports,Politics"
"Should politicians be required to have a sports-themed campaign slogan or catchphrase?|Yes|No,Sports,Politics"
"Which political leader would you like to see participate in a celebrity sports reality TV show?|Donald Trump|Jacinda Ardern|Vladimir Putin|Other,Sports,Politics"
"Do you think politicians should be actively involved in combating match-fixing and corruption in sports?|Yes|No,Sports,Politics"
"Should athletes be required to undergo mandatory political ethics training programs?|Yes|No,Sports,Politics"
"Should politicians be actively involved in encouraging equal pay for male and female athletes?|Yes|No,Sports,Politics"
"Do you believe politicians should publicly support the inclusion of esports as an official sport?|Yes|No,Sports,Politics"
"Should politicians be allowed to invest in professional sports teams?|Yes|No,Sports,Politics"
"Should politicians be held accountable for their attendance and participation in sports events?|Yes|No,Sports,Politics"
"Do you think politicians should engage in friendly sports competitions with leaders of other countries?|Yes|No,Sports,Politics"
"Should politicians be actively involved in preventing discrimination based on sexual orientation in sports?|Yes|No,Sports,Politics"
"Should politicians be required to disclose conflicts of interest related to sports investments?|Yes|No,Sports,Politics"
"Which athlete or sports personality would you choose as a political mentor?|Usain Bolt|Serena Williams|Megan Rapinoe|Other,Sports,Politics"
"Do you think politicians should actively support grassroots sports initiatives in disadvantaged areas?|Yes|No,Sports,Politics"
"Should politicians be required to learn about the health benefits and risks associated with different sports?|Yes|No,Sports,Politics"
"Should politicians actively promote sports tourism and attract international sporting events to their countries?|Yes|No,Sports,Politics"
"Do you believe politicians should publicly declare their favorite sports moments?|Yes|No,Sports,Politics"
"Should politicians be involved in regulating sponsorship and advertising in sports?|Yes|No,Sports,Politics"
"Should politicians be required to have knowledge of the rules and strategies of popular sports?|Yes|No,Sports,Politics"
"Do you think politicians should openly discuss their own sports injuries and experiences?|Yes|No,Sports,Politics"
"Should politicians actively support the inclusion of more sports in the Olympic Games?|Yes|No,Sports,Politics"
"Should politicians be required to publicly disclose their financial support for sports-related charities?|Yes|No,Sports,Politics"
"Which political figure would you choose as a sponsor for a major sports event?|Donald Trump|Angela Merkel|Justin Trudeau|Other,Sports,Politics"
"Do you think politicians should be actively involved in promoting sports diplomacy between nations?|Yes|No,Sports,Politics"
